,,,,,,,,,,,,,delivery,,,,eval points,,,,,
082e536f-9a49-4d2e-ac03-fc77057ac7a9,,,,,,,can access and modify data attributes,,,skill,core,,0,0,1,,0,1,,1,0,
cd0c9c0a-1fff-4c69-8ac1-975cb7abb3a3,,,,,,,can access and modify css properties,,,skill,core,,0,0,1,,0,1,,1,0,
0d8fd57a-9916-49e6-a6ca-e72a2d027e34,,,,,,,"can create, modify and append new HTML elements",,,skill,core,,0,0,1,,0,1,,1,0,
a169deec-fb67-4523-a5c6-8c96aa08c70e,,,,,,,can select and modify existing HTML elements,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
c1c5f572-e1e3-4503-a568-4c2ea6f7dbb1,,,,,,,event handling,,,,,,0,0,0,,0,0,,0,0,
116b71fd-1cf7-434b-8313-0b7f6bf12827,,,,,,,can use jQuery to create event handlers for common events,,,skill,core,,0,0,1,,0,1,,1,0,
a0ae6f50-a324-429d-aa56-39c7db70dd6b,,,,,,,can create an event handler that will be attached to objects added to the page in the future,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
1a89a254-d5df-4223-8e61-905cb7a3710b,,,,,,,ajax,,,,,,0,0,0,,0,0,,0,0,
d0df3f62-99b7-4e8b-a675-ed7bac4ee92c,,,,,,,can explain reasons for using jQuery ajax over native XMLHttpRequest,,,knowledge,core,,1,1,0,,1,0,,0,1,
b38b3737-d3d7-4807-851c-e37e5b0e2eb4,,,,,,,can use $.ajax to make asynchronous HTTP requests,,,skill,core,,0,0,1,,0,1,,1,0,
2ab33fbb-0292-4ba0-b7a4-c90cd86d2c2a,,,,,,,TODO,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
d1f198e2-65cc-4ce1-8ddb-8114ff1bc5d5,,,,,,,animation,,,,,,0,0,0,,0,0,,0,0,
7e95cb48-d867-41e0-9751-68f74137a688,,,,,,,can animate elements using jQuery's effects() facilities,,,skill,core,,0,0,1,,0,1,,1,0,
d1e0a744-3649-48d5-a504-97ad619a886b,,,,,,,"can create non-trivial animations using jQuery's effects() facilities (w/ chaining, delays) ",,,skill,ideal,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
a3d94927-8e02-4621-a104-00c5a2070e3a,,,,,,ejs,,,,,,,0,0,0,,0,0,,0,0,
e4624709-c66b-4af7-a19e-08f8f0289bef,,,,,,can explain what ejs does and what it is used for,,,,knowledge,core,,1,1,0,,1,0,,0,1,
09fccbd2-bf41-4c46-8543-e0942f3b2c40,,,,,,can explain the difference between <% %> and <%= %> in ejs,,,,knowledge,core,,1,1,0,,1,0,,0,1,
38d20d17-6085-4e9f-b4ed-fc15cd724213,,,,,,can create and use ejs templates in a web application,,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
0da0b2fd-77c2-4560-800f-7cd1a6649bc1,,,,,,socket.io,,,,,,,0,0,0,,0,0,,0,0,
9401047f-01f2-428d-9b20-f7298ffbc244,,,,,,can explain benefits/tradeoffs of socket.io vs plain ws,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
7666dbc4-d304-41b0-bc00-f7e866774462,,,,,,can use socket.io to send real-time messages between connected users,,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
8adf80bc-5238-4de1-93b6-d01f8ff382d4,,,,,,react,,,,,,,0,0,0,,0,0,,0,0,
a8b2b02f-12f0-47b5-885d-be0f3607441e,,,,,,can explain what React is and why it is used,,,,knowledge,core,,1,1,0,,1,0,,0,1,
10f6ab7e-8ae0-4a83-b735-78bdd0d36e0a,,,,,,can explain what JSX is,,,,knowledge,core,,1,1,0,,1,0,,0,1,
b35c09fd-8118-4aac-90a9-7162750d4ba5,,,,,,can list and explain the events in the React Component lifecycle,,,,knowledge,core,,1,1,0,,1,0,,0,1,
9a9fe1ed-bc95-48f6-8ebd-ae21b8d3ef5a,,,,,,can explain the differences between DOM events and React DOM events,,,,knowledge,core,,1,1,0,,1,0,,0,1,
4b891b64-2bc3-4cb6-ac1d-f8195f7743a7,,,,,,can make use of React Component lifecycle methods apart from render(),,,,skill,core,,0,0,1,,0,1,,1,0,
a88b0020-1f04-48af-86c4-50f74f4e7f87,,,,,,can use React to create a SPA application,,,,skill,core,,0,0,1,,0,1,,1,0,
abe99bf4-3352-438b-9424-4f745598a933,,,,,,can integrate stateful non-React components into a React application,,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
423c2df7-6dba-4754-8e33-ac2042657fb4,,,,,,,virtual DOM,,,,,,0,0,0,,0,0,,0,0,
30d3cb27-8e7d-446a-8be7-1dc6c9822983,,,,,,,can explain what the Virtual Dom is and how it works,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
a7432299-e702-4d69-a559-4b3e8cf8be4f,,,,,,,can explain benefits of using a Virtual DOM,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
d91bd2e0-1eb8-47d9-9a81-7c99ebd85555,,,,,,,can explain how React uses a Virtual DOM ,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
db82cd89-2c4a-468f-b957-5f0ba217d496,,,,,,,redux,,,,,,0,0,0,,0,0,,0,0,
3aa3ec91-6414-498d-a6e0-bed2f55d961f,,,,,,,TODO,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
00109a73-a01d-4428-b900-073e43d8ec3e,S,,,,backend,,,,,,,,0,0,0,,0,0,,0,0,
bc690a2c-e1ee-4547-a2d2-d0384133c3a6,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
809e056f-a3f9-4cf6-9fc6-05a2039190fc,,,,,,node,,,,,,,0,0,0,,0,0,,0,0,
4d9d7c5d-08a7-49c3-b885-7a1979404451,,,,,,can explain what node is (wrt js),,,,knowledge,core,,1,1,0,,1,0,,0,1,
e7797138-c649-4661-8ee1-47813b066f86,,,,,,can describe the Node.js event loop and how code interacts with it,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
5ed8f860-c8d6-4087-80cc-fe4c66e9066c,,,,,,can explain the difference between synchronous and asynchronous methods and the implications for working with node,,,,knowledge,core,,1,1,0,,1,0,,0,1,
b0972ffc-2a83-4cc4-a372-7fbc5dfa332c,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,repl,,,,,,,,,,,,,,,
f70950eb-3b39-46e7-9830-ae5b2d122ef1,,,,,,,can start the node repl,,,skill,core,,,,,,,,,,,
2952d18b-bfd6-4d68-a447-b8ec47154668,,,,,,,can force quit the node repl,,,skill,core,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,file execution,,,,,,,,,,,,,,,
2a514ea4-0516-4124-9dba-de7cb633ba92,,,,,,,can use node to execute a file,,,skill,core,,,,,,,,,,,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
72fda61c-9c16-4680-aa6c-208f6cbf1a5d,,,,,,,modules,,,,,,0,0,0,,0,0,,0,0,
59814556-069a-4324-a40e-28d854674cf6,,,,,,,TODO,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
d4d6f03f-e0ec-4c2e-b61e-a730d0c1ad18,,,,,,,streams,,,,,,0,0,0,,0,0,,0,0,
5cfc2c71-e1da-4d9f-b1e2-ae6b3af5b696,,,,,,,TODO,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
f70583a4-6082-45de-9b3c-7a6f1521a55f,,,,,,,EventEmitter,,,,,,0,0,0,,0,0,,0,0,
c476c12c-08ce-4a08-a235-ef2d88d6fd16,,,,,,,can explain EventEmitter and why it is used,,,knowledge,core,,1,1,0,,1,0,,0,1,
a2f88519-42cf-419f-af85-28dbefaa1e13,,,,,,,can extend the EventEmitter object to provide an event handling interface for Node.js programs,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
f5b601d6-eeea-423b-bc99-12f716f14b65,,,,,,,http,,,,,,0,0,0,,0,0,,0,0,
cafba51c-64ad-4313-865f-35f952a5c974,,,,,,,TODO,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
3571d977-b1bf-4209-a650-6f8b51d524cf,,,,,,,fs,,,,,,0,0,0,,0,0,,0,0,
95425c42-dbec-4152-a778-f13455066f5f,,,,,,,TODO,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
583e8f17-31bc-40b2-a686-bfd2de20ed68,,,,,,nvm,,,,,,,0,0,0,,0,0,,0,0,
5a21ae62-dc10-4e76-a0e1-74bb5ff07fa4,,,,,,can explain the purpose of nvm,,,,knowledge,core,,1,1,0,,1,0,,0,1,
8b41e579-8210-4de9-983a-86306ade5290,,,,,,can use nvm to switch between versions of node,,,,skill,core,,0,0,1,,0,1,,1,0,
2e031fd8-e589-418c-a86a-d42eb68dcbfc,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
8c2d990e-cfdc-4fc1-ae0c-45a8f601426b,,,,,,npm,,,,,,,0,0,0,,0,0,,0,0,
991cf539-ee1b-4265-9e2d-e3585f842d3b,,,,,,can explain what npm is and why it is used,,,,knowledge,core,,1,1,0,,1,0,,0,1,
94524184-6219-4eaa-9bb2-1bc742fea5fc,,,,,,can explain what package.json is for,,,,knowledge,core,,1,1,0,,1,0,,0,1,
8834040e-a3f9-4173-b35b-c46b8bddb8f9,,,,,,can use npm to install global libraries,,,,skill,core,,0,0,1,,0,1,,1,0,
2bdc420f-e3b9-41fe-afd2-8f298dbfb148,,,,,,can use npm to install project libraries,,,,skill,core,,0,0,1,,0,1,,1,0,
f495e37e-dd12-4eda-8992-8935f6fbec6d,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
7676f262-c079-413b-9811-990aabad0de1,,,,,,express,,,,,,,0,0,0,,0,0,,0,0,
ba854613-13d4-481f-ba2a-591aed91bbd2,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
d4ca04a0-1d2c-4aee-a7e9-7042efec33f1,,,,,,pg,,,,,,,0,0,0,,0,0,,0,0,
2dc05b1a-e2e2-44b3-a035-be42a8fee976,,,,,,can explain what pg is and why it is used,,,,knowledge,core,,1,1,0,,1,0,,0,1,
7671c7d2-b2c4-4010-89c1-09a54d5f1c47,,,,,,can perform CRUD operations on a SQL database using pg,,,,skill,core,,0,0,1,,0,1,,1,0,
cea1d8b1-fa62-4fb0-a94d-06d8d3cddf4e,,,,,,uses pg's query parameters functionality (instead of concatenating parameters into a SQL string),,,,habit,core,,0,0,0,,0,1,,1,0,
159622cf-ec21-4070-9ff2-432258a40136,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
50b672cc-b0ce-43e1-aaa3-692f0603561e,,,,,,knex,,,,,,,0,0,0,,0,0,,0,0,
cf418af5-a425-4619-b068-59d0eedac8e3,,,,,,can explain what knex is and why it is used,,,,knowledge,core,,1,1,0,,1,0,,0,1,
6ce9f723-0e58-40a3-8572-989d80a89b9b,,,,,,can perform CRUD operations on a SQL database using knex.js,,,,skill,core,,0,0,1,,0,1,,1,0,
63c68b92-89b4-4652-9deb-e3445bbb8f3f,,,,,,can use chaining to build a database query using knex.js,,,,skill,core,,0,0,1,,0,1,,1,0,
291fa4a1-1e34-4ecc-a8a0-7cf505496264,,,,,,can create migrations using knex.js,,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
abc4961e-bd36-4094-b076-a4ff7b7a7f9a,,,,,,orm (bookshelf / sequelize / waterline),,,,,,,0,0,0,,0,0,,0,0,
fb1fe0c0-d3f2-4422-9f5d-8712e9ffe0a4,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
32fdd5c0-e6c3-4b11-b342-0b66f0d5ccb1,,,,,,mongodb,,,,,,,0,0,0,,0,0,,0,0,
7cd4c35b-5926-4e0c-aa67-c4ba623597ce,,,,,,can perform CRUD operation with mongodb using the mongodb js library,,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
079a8578-032e-4744-8153-26cac30430da,,,,,,mongoose,,,,,,,0,0,0,,0,0,,0,0,
451d31d0-98fc-4b56-ab29-02fafd776caf,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
76170170-a0c3-40c1-b5b0-311f4f4b6c14,,,,,automation and tooling,,,,,,,,0,0,0,,0,0,,0,0,
2002b71c-ab30-405d-b3d2-415f02ad885b,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
9d0c90cc-4e9c-40a1-b473-e0ba17e3f4be,,,,,,gulp,,,,,,,0,0,0,,0,0,,0,0,
31466df8-d2b1-40b6-8948-79c8add4d7aa,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
7255770f-e3a3-410f-8d6d-e34d057a64e6,,,,,,grunt,,,,,,,0,0,0,,0,0,,0,0,
9521cfd6-4d4e-4be5-9b02-c6fb0402dca6,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
c05e0622-3bb3-4cd2-9281-6a562f1923ee,,,,,,webpack,,,,,,,0,0,0,,0,0,,0,0,
27e0d1be-c5f7-41f6-b7ae-3bde6f88d1d2,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
f69bb931-749c-4d39-9886-c80013bfd906,,,,,,babel,,,,,,,0,0,0,,0,0,,0,0,
651d2fe0-1b28-4012-875f-c2a3a2a77646,,,,,,can describe purpose/process/benefits of transpiling code,,,,,,,0,0,0,,0,0,,0,0,
0494ecf5-19ca-4dcb-bad9-a56054f684bb,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
a25a9773-6616-40fc-bcb5-d8faf1f9cc57,C,,,RUBY & THE RUBY ECOSYSTEM,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
24587ac2-2a35-423f-adc6-2043ec7dea2f,S,,,ruby language,,,,,,,,,0,0,0,,0,0,,0,0,
ea4042bd-59f6-47fd-a612-c819af014058,,,,TODO,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
d6ae6685-643f-43e5-a86e-7cfa733278a4,,,,,blocks,,,,,,,,0,0,0,,0,0,,0,0,
36f52c49-8165-4b8f-a97d-e1c87a3a1ba9,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
96706824-6694-4383-8d61-39369b018fed,,,,,"can explain what a block is, why they are used, and give examples of their use",,,,,knowledge,core,,1,1,0,,1,0,,0,1,
d48a0694-5e06-4879-84e4-e629cfc53de4,,,,,can use a method that takes a block,,,,,skill,core,,0,0,1,,0,1,,1,0,
b22c8196-7d79-4e9a-b46c-51373e6a3d03,,,,,can create a method that takes in a block,,,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
a8fe04a3-710a-4837-9098-5b9da632b5b3,,,,,mixins,,,,,,,,0,0,0,,0,0,,0,0,
80d7190a-7948-455a-a3b1-650dd2d9254b,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
e5449360-1104-4204-8c10-0eabfe78aec8,S,,,ruby ecosystem,,,,,,,,,0,0,0,,0,0,,0,0,
1e7de5bc-be75-4e35-8707-0adba1d3cf0f,,,,TODO,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
a2fb1816-974b-47f7-8b5b-321022010a7d,,,,,rbenv,,,,,,,,0,0,0,,0,0,,0,0,
776612e2-0305-44ab-9079-db3eac7389a3,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
fd2fc2a7-5590-4107-9e54-b019af49e2d0,,,,,bundler,,,,,,,,0,0,0,,0,0,,0,0,
5899021b-4d85-409b-b996-b0bd8dc6d324,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
f93969c3-ece0-40b8-93b5-1fc4cae6b2b1,,,,,gem,,,,,,,,0,0,0,,0,0,,0,0,
18a645fc-d885-46e0-8472-b4c3003a9a50,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
52679acd-7101-40c8-befd-aacf69d24a4f,,,,,irb,,,,,,,,0,0,0,,0,0,,0,0,
e640162c-b35e-480c-a67b-72812a5b4ff2,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
df77af10-d513-4de7-b021-b7cd3b0b9892,,,,,pry,,,,,,,,0,0,0,,0,0,,0,0,
ebad19e0-c247-4ec5-931c-71488be6bc39,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
9be740df-cc8f-448f-a310-6eef50849a8d,,,,,testing,,,,,,,,0,0,0,,0,0,,0,0,
14fd5e15-f7c1-4805-a133-39b4a9289529,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
f60b6bc0-3c89-4c31-8006-8ad575650cf7,,,,,,rspec,,,,,,,0,0,0,,0,0,,0,0,
9515dcaa-ac4b-4d28-9a4f-e84d82aa13b5,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
02fea459-e447-4ed8-9db3-ffd244988d77,,,,,,factorygirl,,,,,,,0,0,0,,0,0,,0,0,
f490e68b-0d6b-4b63-92ca-ab717e353bfe,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
a856279f-0830-4c50-bc2a-65fd7fab60b9,,,,,,faker,,,,,,,0,0,0,,0,0,,0,0,
41666655-8704-48d0-ada7-c20e121e7f79,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
84b920e1-11f9-41f1-99a6-330742fe06cf,,,,,databases,,,,,,,,0,0,0,,0,0,,0,0,
7767c055-3f02-4ddb-9f49-e46359e7e586,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
50313691-8e34-4df7-bd1f-423967434aa0,,,,,,pg,,,,,,,0,0,0,,0,0,,0,0,
708ab674-554a-4b74-a7f5-291b1930f353,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
915a0d19-6026-4c2f-86ab-16f2704d81a0,,,,,,activerecord,,,,,,,0,0,0,,0,0,,0,0,
f405bc75-2109-4dda-b426-d92159f3e694,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
00f8a78b-7118-48ed-b54d-0f67486b40d5,,,,,,"can identify assumptions ActiveRecord makes about the database schema (table names, column names)",,,,knowledge,core,,1,1,0,,1,0,,0,1,
355fdecf-63ec-40bc-8bb5-ecda7a311e1c,,,,,,can convert an ActiveRecord query to its corresponding SQL query,,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
3d8fb8f9-cadc-4983-805a-dd2159374fab,,,,,,,associations,,,,,,0,0,0,,0,0,,0,0,
26c24b0a-6af5-464d-84fb-8d83f7b3d3ee,,,,,,,TODO,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
94ab1747-4cd9-49a5-a179-8f77d2c46dfa,,,,,,,validations,,,,,,0,0,0,,0,0,,0,0,
83fbfd64-1dc9-4823-b368-5c4fee09e06e,,,,,,,TODO,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
7eb084c1-af3f-49ae-adfa-f684899a8e66,,,,,,,callbacks,,,,,,0,0,0,,0,0,,0,0,
d7e2c0c7-511f-44c5-80b3-2a8fb3e74acd,,,,,,,TODO,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
248d8a1a-d8e5-48d2-92f8-331cec825cf4,,,,,,,scopes,,,,,,0,0,0,,0,0,,0,0,
1dec2034-9b47-4a3c-bcd3-c14c33e02416,,,,,,,TODO,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
30dbe20d-1d90-428e-82ab-7ed272cc10de,,,,,,,migrations,,,,,,0,0,0,,0,0,,0,0,
2631c63f-dfe0-4a18-8246-31ae6715165f,,,,,,,TODO,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
69c6aa5e-d385-40df-b88f-0f6eabd90c09,,,,,web,,,,,,,,0,0,0,,0,0,,0,0,
044f0b20-79e0-466d-9a1e-48f09336ca8d,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
f476e93f-49b9-4037-9cea-a7d3fbcdf16b,,,,,can explain differences/benefits/tradeoffs between sinatra and rails,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
7c118e69-a0e9-4958-aeec-d4c83dd10773,,,,,,rack,,,,,,,0,0,0,,0,0,,0,0,
d9a7029e-5f33-44f7-a3e7-8c6a2c24b312,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
59ecb71b-5ef6-4760-a06d-8a8ae8ee80c2,,,,,,sinatra,,,,,,,0,0,0,,0,0,,0,0,
c162b776-de86-4cea-b532-7e2aa08e1292,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
434a7c3d-8f4c-4d7d-a312-a7a58c06abb2,,,,,,rails,,,,,,,0,0,0,,0,0,,0,0,
1e0d6a8a-59ab-4c63-a410-30fb7804ad54,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
1ea5ca35-01c8-4e27-9d51-bd197b3a2ccb,,,,,,erb,,,,,,,0,0,0,,0,0,,0,0,
811aabd8-338f-421d-8235-6ef1de3276dd,,,,,,can explain what erb does and what it is used for,,,,knowledge,core,,1,1,0,,1,0,,0,1,
eebd2850-49e4-4816-9d69-bf209f8c8b0a,,,,,,can explain the difference between <% %> and <%= %> in erb,,,,knowledge,core,,1,1,0,,1,0,,0,1,
4c737227-3d70-483c-99cb-3a1e01e8ab9b,,,,,,can create erb templates,,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
af1234fe-7fbd-4ca2-94ee-5f4ed5dd9280,,,,,automation,,,,,,,,0,0,0,,0,0,,0,0,
4ee376ed-a05f-4814-a03b-8cb02a8914c0,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
0b56bddf-b2a3-4abf-b263-6f503a784c91,,,,,,rake,,,,,,,0,0,0,,0,0,,0,0,
f16510e2-49fd-4380-853f-fcd726e094ba,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
,,,DEVOPS,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,cloud computing,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,"can explain what is meant by ""cloud computing""",,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
,,,,"can explain what is meant by SaaS, PaaS, and IaaS, and distinguish between them",,,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,heroku,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,can configure and deploy a web application to heroku,,,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,scp,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,rsync,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,ssh,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,ftp,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,can configure the DNS records for a domain,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,"tell difference between host-types: VPS, shared, dedicated",,,,,,,,,0,0,0,,0,0,,0,0,
,,,,deployment,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,provisioning,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,scaling,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,externalizing configuration,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,Procfile,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,caching,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,databases,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,replication,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,s3,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,neocities,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,digital ocean,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,nginx,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,load balancing,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,cdn,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,virtualization,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,docker,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,basic server setup knowledge,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,basic sysadminning,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
,,,PROFESSIONALISM,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,communication,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,"good spelling, grammar",,,,,,,,,0,0,0,,0,0,,0,0,
,,,,able to communicate effectively with peers,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,able to communicate thoughts/design/ideas/specs in a unambiguous manner,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,describe ideas clearly,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,keep things succinct,,,,,,,,,0,0,0,,0,0,,0,0,
